timestamp,junction_id,hour,day_of_week,approach_direction,vehicle_count,congestion_score
2025-10-01 04:15:00,1,4,2,West,78,8.24
2025-10-01 04:30:00,1,4,2,North,68,6.74
2025-10-01 04:30:00,1,4,2,South,77,7.81
2025-10-01 04:30:00,1,4,2,East,68,6.68
2025-10-01 04:30:00,1,4,2,West,77,7.57
2025-10-01 04:45:00,1,4,2,North,63,6.58
2025-10-01 04:45:00,1,4,2,South,77,7.69
2025-10-01 04:45:00,1,4,2,East,78,7.55
2025-10-01 04:45:00,1,4,2,West,71,7.31
2025-10-01 05:00:00,1,5,2,North,63,6.1
2025-10-01 05:00:00,1,5,2,South,78,7.9
2025-10-01 05:00:00,1,5,2,East,64,6.46
2025-10-01 05:00:00,1,5,2,West,84,9.64
2025-10-01 05:15:00,1,5,2,North,80,8.51
2025-10-01 05:15:00,1,5,2,South,58,6.16
2025-10-01 05:15:00,1,5,2,East,69,7.73
2025-10-01 05:15:00,1,5,2,West,81,8.45
2025-10-01 05:30:00,1,5,2,North,79,7.62
2025-10-01 05:30:00,1,5,2,South,73,6.54
2025-10-01 05:30:00,1,5,2,East,57,5.75
2025-10-01 05:30:00,1,5,2,West,80,8.19
2025-10-01 05:45:00,1,5,2,North,59,5.83
2025-10-01 05:45:00,1,5,2,South,60,6.57
2025-10-01 05:45:00,1,5,2,East,85,8.29
2025-10-01 05:45:00,1,5,2,West,76,6.68
2025-10-01 06:00:00,1,6,2,North,80,8.24
2025-10-01 06:00:00,1,6,2,South,82,8.62
2025-10-01 06:00:00,1,6,2,East,84,8.4
2025-10-01 06:00:00,1,6,2,West,79,7.51
2025-10-01 06:15:00,1,6,2,North,89,9.02
2025-10-01 06:15:00,1,6,2,South,80,9.33
2025-10-01 06:15:00,1,6,2,East,63,6.38
2025-10-01 06:15:00,1,6,2,West,78,8.09
2025-10-01 06:30:00,1,6,2,North,77,7.01
2025-10-01 06:30:00,1,6,2,South,64,6.12
2025-10-01 06:30:00,1,6,2,East,80,8.58
2025-10-01 06:30:00,1,6,2,West,88,8.3
2025-10-01 06:45:00,1,6,2,North,87,8.87
2025-10-01 06:45:00,1,6,2,South,61,5.36
2025-10-01 06:45:00,1,6,2,East,74,7.04
2025-10-01 06:45:00,1,6,2,West,61,6.66
2025-10-01 07:00:00,1,7,2,North,87,9.08
2025-10-01 07:00:00,1,7,2,South,64,6.84
2025-10-01 07:00:00,1,7,2,East,65,6.96
2025-10-01 07:00:00,1,7,2,West,81,8.54
2025-10-01 07:15:00,1,7,2,North,83,7.77
2025-10-01 07:15:00,1,7,2,South,69,7.7
2025-10-01 07:15:00,1,7,2,East,84,8.08
2025-10-01 07:15:00,1,7,2,West,87,8.5
2025-10-01 07:30:00,1,7,2,North,83,7.92
2025-10-01 07:30:00,1,7,2,South,73,7.1
2025-10-01 07:30:00,1,7,2,East,78,8.5
2025-10-01 07:30:00,1,7,2,West,66,5.62
2025-10-01 07:45:00,1,7,2,North,80,7.29
2025-10-01 07:45:00,1,7,2,South,80,7.89
2025-10-01 07:45:00,1,7,2,East,66,7.4
2025-10-01 07:45:00,1,7,2,West,75,7.33
2025-10-01 08:00:00,1,8,2,North,66,6.25
2025-10-01 08:00:00,1,8,2,South,66,6.77
2025-10-01 08:00:00,1,8,2,East,74,7.14
2025-10-01 08:00:00,1,8,2,West,86,9.09
2025-10-01 08:15:00,1,8,2,North,77,8.5
2025-10-01 08:15:00,1,8,2,South,68,6.1
2025-10-01 08:15:00,1,8,2,East,83,8.35
2025-10-01 08:15:00,1,8,2,West,67,5.69
2025-10-01 08:30:00,1,8,2,North,74,7.15
2025-10-01 08:30:00,1,8,2,South,73,8.03
2025-10-01 08:30:00,1,8,2,East,93,8.51
2025-10-01 08:30:00,1,8,2,West,90,8.76
2025-10-01 08:45:00,1,8,2,North,86,8.51
2025-10-01 08:45:00,1,8,2,South,88,8.25
2025-10-01 08:45:00,1,8,2,East,70,7.1
2025-10-01 08:45:00,1,8,2,West,80,8.01
2025-10-01 09:00:00,1,9,2,North,87,7.87
2025-10-01 09:00:00,1,9,2,South,77,8.03
2025-10-01 09:00:00,1,9,2,East,78,8.2
2025-10-01 09:00:00,1,9,2,West,81,7.04
2025-10-01 09:15:00,1,9,2,North,77,7.58
2025-10-01 09:15:00,1,9,2,South,61,7.35
2025-10-01 09:15:00,1,9,2,East,65,6.78
2025-10-01 09:15:00,1,9,2,West,76,7.29
2025-10-01 09:30:00,1,9,2,North,81,6.87
2025-10-01 09:30:00,1,9,2,South,72,7.11
2025-10-01 09:30:00,1,9,2,East,80,8.59
2025-10-01 09:30:00,1,9,2,West,83,7.95
2025-10-01 09:45:00,1,9,2,North,61,5.78
2025-10-01 09:45:00,1,9,2,South,72,6.98
2025-10-01 09:45:00,1,9,2,East,85,8.61
2025-10-01 09:45:00,1,9,2,West,81,7.71
2025-10-01 10:00:00,1,10,2,North,67,6.07
2025-10-01 10:00:00,1,10,2,South,75,7.09
2025-10-01 10:00:00,1,10,2,East,59,5.72
2025-10-01 10:00:00,1,10,2,West,83,8.29
2025-10-01 10:15:00,1,10,2,North,77,8.0
2025-10-01 10:15:00,1,10,2,South,78,7.32
2025-10-01 10:15:00,1,10,2,East,65,6.36
2025-10-01 10:15:00,1,10,2,West,83,8.23
2025-10-01 10:30:00,1,10,2,North,69,7.37
2025-10-01 10:30:00,1,10,2,South,72,6.75
2025-10-01 10:30:00,1,10,2,East,73,7.67
2025-10-01 10:30:00,1,10,2,West,61,5.91
2025-10-01 10:45:00,1,10,2,North,59,5.31
2025-10-01 10:45:00,1,10,2,South,84,7.62
2025-10-01 10:45:00,1,10,2,East,59,5.71
2025-10-01 10:45:00,1,10,2,West,66,5.96
2025-10-01 11:00:00,1,11,2,North,71,6.88
2025-10-01 11:00:00,1,11,2,South,61,6.06
2025-10-01 11:00:00,1,11,2,East,51,4.64
2025-10-01 11:00:00,1,11,2,West,50,4.39
2025-10-01 11:15:00,1,11,2,North,75,7.3
2025-10-01 11:15:00,1,11,2,South,73,6.53
2025-10-01 11:15:00,1,11,2,East,59,5.64
2025-10-01 11:15:00,1,11,2,West,49,5.07
2025-10-01 11:30:00,1,11,2,North,78,7.29
2025-10-01 11:30:00,1,11,2,South,65,7.12
2025-10-01 11:30:00,1,11,2,East,75,6.92
2025-10-01 11:30:00,1,11,2,West,66,6.86
2025-10-01 11:45:00,1,11,2,North,50,5.43
2025-10-01 11:45:00,1,11,2,South,52,4.99
2025-10-01 11:45:00,1,11,2,East,75,7.25
2025-10-01 11:45:00,1,11,2,West,73,7.12
2025-10-01 12:00:00,1,12,2,North,55,6.34
2025-10-01 12:00:00,1,12,2,South,45,3.83
2025-10-01 12:00:00,1,12,2,East,42,3.83
2025-10-01 12:00:00,1,12,2,West,48,4.69
2025-10-01 12:15:00,1,12,2,North,63,5.54
2025-10-01 12:15:00,1,12,2,South,57,5.75
2025-10-01 12:15:00,1,12,2,East,43,5.21
2025-10-01 12:15:00,1,12,2,West,46,5.77
2025-10-01 12:30:00,1,12,2,North,44,4.61
2025-10-01 12:30:00,1,12,2,South,64,5.77
2025-10-01 12:30:00,1,12,2,East,55,6.48
2025-10-01 12:30:00,1,12,2,West,61,5.64
2025-10-01 12:45:00,1,12,2,North,49,5.33
2025-10-01 12:45:00,1,12,2,South,47,4.42
2025-10-01 12:45:00,1,12,2,East,43,4.27
2025-10-01 12:45:00,1,12,2,West,56,5.19
2025-10-01 13:00:00,1,13,2,North,51,5.65
2025-10-01 13:00:00,1,13,2,South,41,3.35
2025-10-01 13:00:00,1,13,2,East,38,3.25
2025-10-01 13:00:00,1,13,2,West,47,3.81
2025-10-01 13:15:00,1,13,2,North,48,4.5
2025-10-01 13:15:00,1,13,2,South,55,4.67
2025-10-01 13:15:00,1,13,2,East,42,4.42
2025-10-01 13:15:00,1,13,2,West,46,4.75
2025-10-01 13:30:00,1,13,2,North,56,5.05
2025-10-01 13:30:00,1,13,2,South,45,3.39
2025-10-01 13:30:00,1,13,2,East,37,4.84
2025-10-01 13:30:00,1,13,2,West,50,4.77
2025-10-01 13:45:00,1,13,2,North,35,3.89
2025-10-01 13:45:00,1,13,2,South,36,3.25
2025-10-01 13:45:00,1,13,2,East,52,6.23
2025-10-01 13:45:00,1,13,2,West,55,5.52
2025-10-01 14:00:00,1,14,2,North,44,4.25
2025-10-01 14:00:00,1,14,2,South,22,1.54
2025-10-01 14:00:00,1,14,2,East,30,2.9
2025-10-01 14:00:00,1,14,2,West,43,4.76
2025-10-01 14:15:00,1,14,2,North,44,4.94
2025-10-01 14:15:00,1,14,2,South,42,5.63
2025-10-01 14:15:00,1,14,2,East,27,3.04
2025-10-01 14:15:00,1,14,2,West,42,3.95
2025-10-01 14:30:00,1,14,2,North,26,2.64
2025-10-01 14:30:00,1,14,2,South,19,1.98
2025-10-01 14:30:00,1,14,2,East,21,1.86
2025-10-01 14:30:00,1,14,2,West,42,4.32
2025-10-01 14:45:00,1,14,2,North,31,3.66
2025-10-01 14:45:00,1,14,2,South,22,1.67
2025-10-01 14:45:00,1,14,2,East,38,2.75
2025-10-01 14:45:00,1,14,2,West,42,4.33
2025-10-01 15:00:00,1,15,2,North,18,2.05
2025-10-01 15:00:00,1,15,2,South,11,1.67
2025-10-01 15:00:00,1,15,2,East,9,1.54
2025-10-01 15:00:00,1,15,2,West,22,3.49
2025-10-01 15:15:00,1,15,2,North,30,3.44
2025-10-01 15:15:00,1,15,2,South,33,2.86
2025-10-01 15:15:00,1,15,2,East,19,2.43
2025-10-01 15:15:00,1,15,2,West,27,3.12
2025-10-01 15:30:00,1,15,2,North,31,3.22
2025-10-01 15:30:00,1,15,2,South,26,2.84
2025-10-01 15:30:00,1,15,2,East,17,1.94
2025-10-01 15:30:00,1,15,2,West,38,4.11
2025-10-01 15:45:00,1,15,2,North,25,3.01
2025-10-01 15:45:00,1,15,2,South,11,0.52
2025-10-01 15:45:00,1,15,2,East,13,1.17
2025-10-01 15:45:00,1,15,2,West,10,1.25
2025-10-01 16:00:00,1,16,2,North,22,1.86
2025-10-01 16:00:00,1,16,2,South,17,1.18
2025-10-01 16:00:00,1,16,2,East,21,2.5
2025-10-01 16:00:00,1,16,2,West,16,1.63
2025-10-01 16:15:00,1,16,2,North,27,3.23
2025-10-01 16:15:00,1,16,2,South,11,1.08
2025-10-01 16:15:00,1,16,2,East,5,0.96
2025-10-01 16:15:00,1,16,2,West,24,2.26
2025-10-01 16:30:00,1,16,2,North,5,0.01
2025-10-01 16:30:00,1,16,2,South,28,2.99
2025-10-01 16:30:00,1,16,2,East,18,2.39
2025-10-01 16:30:00,1,16,2,West,19,2.22
2025-10-01 16:45:00,1,16,2,North,28,3.91
2025-10-01 16:45:00,1,16,2,South,13,1.97
2025-10-01 16:45:00,1,16,2,East,27,3.57
2025-10-01 16:45:00,1,16,2,West,11,0.94
2025-10-01 17:00:00,1,17,2,North,5,0.0
2025-10-01 17:00:00,1,17,2,South,13,2.05
2025-10-01 17:00:00,1,17,2,East,5,1.45
2025-10-01 17:00:00,1,17,2,West,5,0.14
2025-10-01 17:15:00,1,17,2,North,21,2.52
2025-10-01 17:15:00,1,17,2,South,14,1.82
2025-10-01 17:15:00,1,17,2,East,5,0.66
2025-10-01 17:15:00,1,17,2,West,5,0.43
2025-10-01 17:30:00,1,17,2,North,17,1.22
2025-10-01 17:30:00,1,17,2,South,19,1.82
2025-10-01 17:30:00,1,17,2,East,6,0.76
2025-10-01 17:30:00,1,17,2,West,5,0.0
2025-10-01 17:45:00,1,17,2,North,5,0.0
2025-10-01 17:45:00,1,17,2,South,12,1.06
2025-10-01 17:45:00,1,17,2,East,10,0.95
2025-10-01 17:45:00,1,17,2,West,19,1.87
2025-10-01 18:00:00,1,18,2,North,17,1.88
2025-10-01 18:00:00,1,18,2,South,5,0.12
2025-10-01 18:00:00,1,18,2,East,5,0.13
2025-10-01 18:00:00,1,18,2,West,5,0.57
2025-10-01 18:15:00,1,18,2,North,6,0.8
2025-10-01 18:15:00,1,18,2,South,5,0.0
2025-10-01 18:15:00,1,18,2,East,5,0.22
2025-10-01 18:15:00,1,18,2,West,17,1.2
2025-10-01 18:30:00,1,18,2,North,5,0.63
2025-10-01 18:30:00,1,18,2,South,5,0.55
2025-10-01 18:30:00,1,18,2,East,5,0.0
2025-10-01 18:30:00,1,18,2,West,5,0.39
2025-10-01 18:45:00,1,18,2,North,5,0.53
2025-10-01 18:45:00,1,18,2,South,5,0.94
2025-10-01 18:45:00,1,18,2,East,5,0.19
2025-10-01 18:45:00,1,18,2,West,14,0.51
2025-10-01 19:00:00,1,19,2,North,5,0.0
2025-10-01 19:00:00,1,19,2,South,5,0.0
2025-10-01 19:00:00,1,19,2,East,5,0.45
2025-10-01 19:00:00,1,19,2,West,5,0.0
2025-10-01 19:15:00,1,19,2,North,5,1.61
2025-10-01 19:15:00,1,19,2,South,5,0.11
2025-10-01 19:15:00,1,19,2,East,5,0.16
2025-10-01 19:15:00,1,19,2,West,6,0.54
2025-10-01 19:30:00,1,19,2,North,5,0.78
2025-10-01 19:30:00,1,19,2,South,5,0.5
2025-10-01 19:30:00,1,19,2,East,14,1.35
2025-10-01 19:30:00,1,19,2,West,5,0.74
2025-10-01 19:45:00,1,19,2,North,7,1.0
2025-10-01 19:45:00,1,19,2,South,5,0.51
2025-10-01 19:45:00,1,19,2,East,5,0.25
2025-10-01 19:45:00,1,19,2,West,8,1.16
2025-10-01 20:00:00,1,20,2,North,14,1.55
2025-10-01 20:00:00,1,20,2,South,5,0.0
2025-10-01 20:00:00,1,20,2,East,5,0.0
2025-10-01 20:00:00,1,20,2,West,5,0.02
2025-10-01 20:15:00,1,20,2,North,5,0.68
2025-10-01 20:15:00,1,20,2,South,7,0.77
2025-10-01 20:15:00,1,20,2,East,5,0.36
2025-10-01 20:15:00,1,20,2,West,5,0.97
2025-10-01 20:30:00,1,20,2,North,5,0.0
2025-10-01 20:30:00,1,20,2,South,5,0.58
2025-10-01 20:30:00,1,20,2,East,5,0.98
2025-10-01 20:30:00,1,20,2,West,9,1.11
2025-10-01 20:45:00,1,20,2,North,6,0.0
2025-10-01 20:45:00,1,20,2,South,5,0.5
2025-10-01 20:45:00,1,20,2,East,5,0.0
2025-10-01 20:45:00,1,20,2,West,5,0.42
2025-10-01 21:00:00,1,21,2,North,5,1.1
2025-10-01 21:00:00,1,21,2,South,5,1.78
2025-10-01 21:00:00,1,21,2,East,13,0.55
2025-10-01 21:00:00,1,21,2,West,5,0.58
2025-10-01 21:15:00,1,21,2,North,5,0.0
2025-10-01 21:15:00,1,21,2,South,5,0.44
2025-10-01 21:15:00,1,21,2,East,5,0.6
2025-10-01 21:15:00,1,21,2,West,12,1.39
2025-10-01 21:30:00,1,21,2,North,5,0.59
2025-10-01 21:30:00,1,21,2,South,17,2.08
2025-10-01 21:30:00,1,21,2,East,5,0.29
2025-10-01 21:30:00,1,21,2,West,8,0.53
2025-10-01 21:45:00,1,21,2,North,5,0.59
2025-10-01 21:45:00,1,21,2,South,5,0.5
2025-10-01 21:45:00,1,21,2,East,9,1.33
2025-10-01 21:45:00,1,21,2,West,5,0.76
2025-10-01 22:00:00,1,22,2,North,12,1.49
2025-10-01 22:00:00,1,22,2,South,10,0.63
2025-10-01 22:00:00,1,22,2,East,10,0.8
2025-10-01 22:00:00,1,22,2,West,17,1.81
2025-10-01 22:15:00,1,22,2,North,9,0.67
2025-10-01 22:15:00,1,22,2,South,5,0.0
2025-10-01 22:15:00,1,22,2,East,5,1.16
2025-10-01 22:15:00,1,22,2,West,13,1.27
2025-10-01 22:30:00,1,22,2,North,7,0.18
2025-10-01 22:30:00,1,22,2,South,14,1.73
2025-10-01 22:30:00,1,22,2,East,5,0.6
2025-10-01 22:30:00,1,22,2,West,5,0.43
2025-10-01 22:45:00,1,22,2,North,5,0.0
2025-10-01 22:45:00,1,22,2,South,20,1.95
2025-10-01 22:45:00,1,22,2,East,14,1.44
2025-10-01 22:45:00,1,22,2,West,5,0.0
2025-10-01 23:00:00,1,23,2,North,8,0.9
2025-10-01 23:00:00,1,23,2,South,14,1.66
2025-10-01 23:00:00,1,23,2,East,5,0.57
2025-10-01 23:00:00,1,23,2,West,25,2.02
2025-10-01 23:15:00,1,23,2,North,17,1.9
2025-10-01 23:15:00,1,23,2,South,17,1.4
2025-10-01 23:15:00,1,23,2,East,16,1.93
2025-10-01 23:15:00,1,23,2,West,6,0.14
2025-10-01 23:30:00,1,23,2,North,7,0.44
2025-10-01 23:30:00,1,23,2,South,7,1.41
2025-10-01 23:30:00,1,23,2,East,6,1.03
2025-10-01 23:30:00,1,23,2,West,29,2.77
2025-10-01 23:45:00,1,23,2,North,21,2.53
2025-10-01 23:45:00,1,23,2,South,13,0.36
2025-10-01 23:45:00,1,23,2,East,11,0.0
2025-10-01 23:45:00,1,23,2,West,16,1.79
2025-10-02 00:00:00,1,0,3,North,10,1.5
2025-10-02 00:00:00,1,0,3,South,20,1.61
2025-10-02 00:00:00,1,0,3,East,22,1.95
2025-10-02 00:00:00,1,0,3,West,19,2.64
2025-10-02 00:15:00,1,0,3,North,35,3.47
2025-10-02 00:15:00,1,0,3,South,9,1.57
2025-10-02 00:15:00,1,0,3,East,18,1.65
2025-10-02 00:15:00,1,0,3,West,10,1.72
2025-10-02 00:30:00,1,0,3,North,21,1.76
2025-10-02 00:30:00,1,0,3,South,24,2.83
2025-10-02 00:30:00,1,0,3,East,23,3.34
2025-10-02 00:30:00,1,0,3,West,29,3.09
2025-10-02 00:45:00,1,0,3,North,25,2.52
2025-10-02 00:45:00,1,0,3,South,35,3.54
2025-10-02 00:45:00,1,0,3,East,37,4.3
2025-10-02 00:45:00,1,0,3,West,12,1.2
2025-10-02 01:00:00,1,1,3,North,28,2.82
2025-10-02 01:00:00,1,1,3,South,21,2.51
2025-10-02 01:00:00,1,1,3,East,36,3.82
2025-10-02 01:00:00,1,1,3,West,37,3.93
2025-10-02 01:15:00,1,1,3,North,47,5.2
2025-10-02 01:15:00,1,1,3,South,30,3.07
2025-10-02 01:15:00,1,1,3,East,47,3.8
2025-10-02 01:15:00,1,1,3,West,44,4.12
2025-10-02 01:30:00,1,1,3,North,47,4.7
2025-10-02 01:30:00,1,1,3,South,39,4.53
2025-10-02 01:30:00,1,1,3,East,30,2.77
2025-10-02 01:30:00,1,1,3,West,47,4.36
2025-10-02 01:45:00,1,1,3,North,37,3.83
2025-10-02 01:45:00,1,1,3,South,30,2.77
2025-10-02 01:45:00,1,1,3,East,39,3.65
2025-10-02 01:45:00,1,1,3,West,42,4.34
2025-10-02 02:00:00,1,2,3,North,38,3.77
2025-10-02 02:00:00,1,2,3,South,44,4.13
2025-10-02 02:00:00,1,2,3,East,45,4.53
2025-10-02 02:00:00,1,2,3,West,32,3.93
2025-10-02 02:15:00,1,2,3,North,36,3.31
2025-10-02 02:15:00,1,2,3,South,45,5.46
2025-10-02 02:15:00,1,2,3,East,44,4.09
2025-10-02 02:15:00,1,2,3,West,48,4.39
2025-10-02 02:30:00,1,2,3,North,33,2.74
2025-10-02 02:30:00,1,2,3,South,36,4.32
2025-10-02 02:30:00,1,2,3,East,57,5.4
2025-10-02 02:30:00,1,2,3,West,36,4.0
2025-10-02 02:45:00,1,2,3,North,46,4.41
2025-10-02 02:45:00,1,2,3,South,50,5.87
2025-10-02 02:45:00,1,2,3,East,32,2.72
2025-10-02 02:45:00,1,2,3,West,42,4.43
2025-10-02 03:00:00,1,3,3,North,69,6.7
2025-10-02 03:00:00,1,3,3,South,61,6.18
2025-10-02 03:00:00,1,3,3,East,53,6.42
2025-10-02 03:00:00,1,3,3,West,43,3.44
2025-10-02 03:15:00,1,3,3,North,51,4.17
2025-10-02 03:15:00,1,3,3,South,59,6.46
2025-10-02 03:15:00,1,3,3,East,67,6.76
2025-10-02 03:15:00,1,3,3,West,48,5.07
2025-10-02 03:30:00,1,3,3,North,47,4.17
2025-10-02 03:30:00,1,3,3,South,60,6.24
2025-10-02 03:30:00,1,3,3,East,58,5.89
2025-10-02 03:30:00,1,3,3,West,61,5.93
2025-10-02 03:45:00,1,3,3,North,69,6.92
2025-10-02 03:45:00,1,3,3,South,41,3.88
2025-10-02 03:45:00,1,3,3,East,61,6.95
2025-10-02 03:45:00,1,3,3,West,54,4.38
2025-10-02 04:00:00,1,4,3,North,70,6.81
2025-10-02 04:00:00,1,4,3,South,65,6.71
2025-10-02 04:00:00,1,4,3,East,55,5.78
2025-10-02 04:00:00,1,4,3,West,66,6.93
2025-10-02 04:15:00,1,4,3,North,52,5.16
2025-10-02 04:15:00,1,4,3,South,75,7.98
2025-10-02 04:15:00,1,4,3,East,58,5.18
2025-10-02 04:15:00,1,4,3,West,60,6.58
2025-10-02 04:30:00,1,4,3,North,64,6.22
2025-10-02 04:30:00,1,4,3,South,77,7.8
2025-10-02 04:30:00,1,4,3,East,51,5.47
2025-10-02 04:30:00,1,4,3,West,78,7.68
2025-10-02 04:45:00,1,4,3,North,53,5.85
2025-10-02 04:45:00,1,4,3,South,65,6.96
2025-10-02 04:45:00,1,4,3,East,54,6.27
2025-10-02 04:45:00,1,4,3,West,73,6.87
2025-10-02 05:00:00,1,5,3,North,84,6.68
2025-10-02 05:00:00,1,5,3,South,56,6.03
2025-10-02 05:00:00,1,5,3,East,70,7.13
2025-10-02 05:00:00,1,5,3,West,62,5.96
2025-10-02 05:15:00,1,5,3,North,57,6.1
2025-10-02 05:15:00,1,5,3,South,66,6.93
2025-10-02 05:15:00,1,5,3,East,64,5.53
2025-10-02 05:15:00,1,5,3,West,62,5.73
2025-10-02 05:30:00,1,5,3,North,57,5.8
2025-10-02 05:30:00,1,5,3,South,79,7.44
2025-10-02 05:30:00,1,5,3,East,81,8.02
2025-10-02 05:30:00,1,5,3,West,79,8.44
2025-10-02 05:45:00,1,5,3,North,79,8.39
2025-10-02 05:45:00,1,5,3,South,66,7.55
2025-10-02 05:45:00,1,5,3,East,76,6.9
2025-10-02 05:45:00,1,5,3,West,83,8.13
2025-10-02 06:00:00,1,6,3,North,80,7.97
2025-10-02 06:00:00,1,6,3,South,84,9.14
2025-10-02 06:00:00,1,6,3,East,74,7.01
2025-10-02 06:00:00,1,6,3,West,68,6.42
2025-10-02 06:15:00,1,6,3,North,61,5.18
2025-10-02 06:15:00,1,6,3,South,82,8.65
2025-10-02 06:15:00,1,6,3,East,62,6.17
2025-10-02 06:15:00,1,6,3,West,85,8.82
2025-10-02 06:30:00,1,6,3,North,68,7.33
2025-10-02 06:30:00,1,6,3,South,84,8.79
2025-10-02 06:30:00,1,6,3,East,84,8.45
2025-10-02 06:30:00,1,6,3,West,68,6.79
2025-10-02 06:45:00,1,6,3,North,90,9.38
2025-10-02 06:45:00,1,6,3,South,87,8.15
2025-10-02 06:45:00,1,6,3,East,62,5.83
2025-10-02 06:45:00,1,6,3,West,62,5.79
2025-10-02 07:00:00,1,7,3,North,85,9.22
2025-10-02 07:00:00,1,7,3,South,85,7.82
2025-10-02 07:00:00,1,7,3,East,81,8.3
2025-10-02 07:00:00,1,7,3,West,86,8.03
2025-10-02 07:15:00,1,7,3,North,81,8.44
2025-10-02 07:15:00,1,7,3,South,93,8.99
2025-10-02 07:15:00,1,7,3,East,75,7.05
2025-10-02 07:15:00,1,7,3,West,64,5.95
2025-10-02 07:30:00,1,7,3,North,78,7.3
2025-10-02 07:30:00,1,7,3,South,73,6.51
2025-10-02 07:30:00,1,7,3,East,81,7.98
2025-10-02 07:30:00,1,7,3,West,66,6.53
2025-10-02 07:45:00,1,7,3,North,71,6.25
2025-10-02 07:45:00,1,7,3,South,73,6.72
2025-10-02 07:45:00,1,7,3,East,67,6.64
2025-10-02 07:45:00,1,7,3,West,64,5.91
2025-10-02 08:00:00,1,8,3,North,91,8.66
2025-10-02 08:00:00,1,8,3,South,77,8.6
2025-10-02 08:00:00,1,8,3,East,87,8.7
